Accuracy,Misprediction Rate,F1,Runtime,Size,Tracefile,Predictor
0.8794000000000001,12.06,0.8798,3.277,49482.0,gcc_trace.txt,Hybrid
0.8858,11.42,0.8862,3.1500000000000004,52366.0,gcc_trace.txt,Hybrid
0.9080999999999999,9.19,0.9087,3.0569999999999995,98446.0,gcc_trace.txt,Hybrid
0.8674,13.26,0.8671,3.2590000000000003,49306.0,gcc_trace.txt,Hybrid
0.8692,13.080000000000002,0.8692,3.2730000000000006,49486.0,gcc_trace.txt,Hybrid
0.8895,11.05,0.8890999999999998,3.225,52354.0,gcc_trace.txt,Hybrid
0.8972999999999999,10.27,0.8971,3.1249999999999996,98434.0,gcc_trace.txt,Hybrid
0.8821,11.789999999999997,0.8812,3.322,49294.0,gcc_trace.txt,Hybrid
0.884,11.599999999999998,0.8835,3.3019999999999996,49474.0,gcc_trace.txt,Hybrid
0.8915000000000001,10.849999999999998,0.8914000000000002,3.181,52358.0,gcc_trace.txt,Hybrid
0.9061,9.39,0.9061999999999999,3.085,98438.0,gcc_trace.txt,Hybrid
0.8786000000000002,12.14,0.8781000000000001,3.2969999999999997,49298.0,gcc_trace.txt,Hybrid
0.8811,11.89,0.8812,3.29,49478.0,gcc_trace.txt,Hybrid
0.8308,16.920000000000005,0.8279,3.116,3214.0,gcc_trace.txt,Hybrid
0.8805,11.95,0.8793,3.05,49294.0,gcc_trace.txt,Hybrid
0.6643,33.57,0.6477000000000002,3.276,154.0,gcc_trace.txt,Hybrid
0.6862000000000001,31.380000000000003,0.6756,3.245,334.0,gcc_trace.txt,Hybrid
0.8401,15.99,0.8382,3.105,3394.0,gcc_trace.txt,Hybrid
0.8843,11.569999999999999,0.8836,3.066,49474.0,gcc_trace.txt,Hybrid
0.7059999999999998,29.399999999999995,0.6952,3.307,334.0,gcc_trace.txt,Hybrid
0.7239000000000001,27.610000000000003,0.7163000000000002,3.257,514.0,gcc_trace.txt,Hybrid
0.8385999999999999,16.139999999999997,0.8369,3.109,3398.0,gcc_trace.txt,Hybrid
0.8873,11.27,0.8869,3.0569999999999995,49478.0,gcc_trace.txt,Hybrid
0.6962,30.380000000000003,0.6852,3.2669999999999995,338.0,gcc_trace.txt,Hybrid
0.7123999999999999,28.76,0.7051,3.258,518.0,gcc_trace.txt,Hybrid
0.8598000000000001,14.02,0.8593,3.226,6410.0,gcc_trace.txt,Hybrid
0.8984,10.16,0.8981999999999999,3.13,52490.0,gcc_trace.txt,Hybrid
0.7902000000000001,20.979999999999997,0.7841000000000001,3.3329999999999997,3350.0,gcc_trace.txt,Hybrid
0.8011000000000001,19.889999999999997,0.7979,3.332,3530.0,gcc_trace.txt,Hybrid
0.8626000000000001,13.74,0.8615999999999999,3.2439999999999998,6402.0,gcc_trace.txt,Hybrid
0.8905999999999998,10.94,0.8901,3.1319999999999997,52482.0,gcc_trace.txt,Hybrid
0.8263,17.37,0.8232000000000002,3.383,3342.0,gcc_trace.txt,Hybrid
0.8362999999999999,16.37,0.8349,3.346,3522.0,gcc_trace.txt,Hybrid
0.865,13.5,0.8641,3.223,6406.0,gcc_trace.txt,Hybrid
0.8985999999999998,10.14,0.8984,3.1319999999999997,52486.0,gcc_trace.txt,Hybrid
0.8097999999999999,19.020000000000003,0.8048,3.332,3346.0,gcc_trace.txt,Hybrid
0.8198000000000001,18.020000000000003,0.8176,3.3309999999999995,3526.0,gcc_trace.txt,Hybrid
0.8945000000000001,10.55,0.8947,3.268,52490.0,gcc_trace.txt,Hybrid
0.9124000000000001,8.760000000000002,0.9128000000000001,3.157,98570.0,gcc_trace.txt,Hybrid
0.8794000000000001,12.06,0.8778,3.3620000000000005,49430.0,gcc_trace.txt,Hybrid
0.8816,11.84,0.8817,3.344,49610.0,gcc_trace.txt,Hybrid
0.89,11.0,0.8905,3.15,52494.0,gcc_trace.txt,Hybrid
0.9118,8.819999999999999,0.9122999999999999,3.069,98574.0,gcc_trace.txt,Hybrid
0.8703,12.970000000000002,0.8690999999999999,3.3329999999999997,49434.0,gcc_trace.txt,Hybrid
0.8728999999999999,12.710000000000003,0.873,3.3289999999999997,49614.0,gcc_trace.txt,Hybrid
0.8911999999999999,10.879999999999999,0.8907000000000002,3.2769999999999997,52482.0,gcc_trace.txt,Hybrid
0.8977,10.23,0.8975000000000002,3.185,98562.0,gcc_trace.txt,Hybrid
0.8839,11.61,0.8824,3.4019999999999997,49422.0,gcc_trace.txt,Hybrid
0.8865000000000001,11.349999999999998,0.8857000000000002,3.357,49602.0,gcc_trace.txt,Hybrid
0.8948,10.52,0.8948,3.261,52486.0,gcc_trace.txt,Hybrid
0.9090000000000001,9.099999999999998,0.9091000000000001,3.15,98566.0,gcc_trace.txt,Hybrid
0.8802999999999999,11.97,0.8795,3.3560000000000003,49426.0,gcc_trace.txt,Hybrid
0.8842000000000001,11.58,0.884,3.338,49606.0,gcc_trace.txt,Hybrid
0.8263,17.37,0.8236000000000001,3.128,3342.0,gcc_trace.txt,Hybrid
0.8801,11.989999999999998,0.8788,3.0850000000000004,49422.0,gcc_trace.txt,Hybrid
0.6969000000000001,30.309999999999995,0.6845999999999999,3.3200000000000003,282.0,gcc_trace.txt,Hybrid
0.7118,28.82,0.7033000000000001,3.248,462.0,gcc_trace.txt,Hybrid
0.8408999999999999,15.91,0.8384,3.2,3522.0,gcc_trace.txt,Hybrid
0.8849,11.510000000000002,0.884,3.1390000000000002,49602.0,gcc_trace.txt,Hybrid
0.7293000000000001,27.07,0.7206,3.368,462.0,gcc_trace.txt,Hybrid
0.7519,24.81,0.7466,3.3280000000000003,642.0,gcc_trace.txt,Hybrid
0.8388,16.12,0.8371999999999999,3.186,3526.0,gcc_trace.txt,Hybrid
0.8884000000000001,11.16,0.8878999999999999,3.1120000000000005,49606.0,gcc_trace.txt,Hybrid
0.7236,27.639999999999997,0.7135999999999999,3.343,466.0,gcc_trace.txt,Hybrid
0.7437000000000001,25.630000000000003,0.7386999999999999,3.3369999999999997,646.0,gcc_trace.txt,Hybrid
0.8614,13.86,0.8606,3.1759999999999997,6666.0,gcc_trace.txt,Hybrid
0.9008,9.92,0.9007,3.15,52746.0,gcc_trace.txt,Hybrid
0.8138,18.62,0.8078999999999998,3.344,3606.0,gcc_trace.txt,Hybrid
0.8214,17.860000000000003,0.8187,3.243,3786.0,gcc_trace.txt,Hybrid
0.8649000000000001,13.51,0.8636000000000001,3.2729999999999997,6658.0,gcc_trace.txt,Hybrid
0.8932,10.680000000000001,0.8926999999999999,3.1420000000000003,52738.0,gcc_trace.txt,Hybrid
0.8332,16.68,0.8285,3.3609999999999998,3598.0,gcc_trace.txt,Hybrid
0.8446,15.539999999999997,0.8428000000000001,3.3370000000000006,3778.0,gcc_trace.txt,Hybrid
0.8689,13.11,0.868,3.229,6662.0,gcc_trace.txt,Hybrid
0.9007,9.930000000000001,0.9004,3.143,52742.0,gcc_trace.txt,Hybrid
0.8272999999999999,17.270000000000003,0.8217000000000001,3.318,3602.0,gcc_trace.txt,Hybrid
0.8346,16.54,0.8326,3.321,3782.0,gcc_trace.txt,Hybrid
0.8981,10.19,0.8981999999999999,3.196,52746.0,gcc_trace.txt,Hybrid
0.9158000000000002,8.42,0.9160999999999999,3.107,98826.0,gcc_trace.txt,Hybrid
0.8867,11.33,0.8840999999999999,3.3690000000000007,49686.0,gcc_trace.txt,Hybrid
0.8875,11.25,0.8871,3.3230000000000004,49866.0,gcc_trace.txt,Hybrid
0.8945000000000001,10.55,0.8949,3.174,52750.0,gcc_trace.txt,Hybrid
0.9163,8.370000000000001,0.9168,3.0869999999999997,98830.0,gcc_trace.txt,Hybrid
0.8789,12.11,0.8766999999999999,3.2520000000000002,49690.0,gcc_trace.txt,Hybrid
0.8802999999999999,11.97,0.8798999999999999,3.2399999999999998,49870.0,gcc_trace.txt,Hybrid
0.8922000000000001,10.78,0.8916999999999999,3.2880000000000003,52738.0,gcc_trace.txt,Hybrid
0.8992000000000001,10.08,0.8987999999999999,3.1879999999999997,98818.0,gcc_trace.txt,Hybrid
0.8842000000000001,11.58,0.8817999999999999,3.3869999999999996,49678.0,gcc_trace.txt,Hybrid
0.8871,11.289999999999997,0.8859999999999999,3.343,49858.0,gcc_trace.txt,Hybrid
0.8975000000000002,10.25,0.8972999999999999,3.2589999999999995,52742.0,gcc_trace.txt,Hybrid
0.9107,8.930000000000001,0.9108,3.154,98822.0,gcc_trace.txt,Hybrid
0.8862,11.379999999999999,0.8836999999999999,3.344,49682.0,gcc_trace.txt,Hybrid
0.8887,11.129999999999999,0.8880000000000001,3.34,49862.0,gcc_trace.txt,Hybrid
0.8238,17.62,0.8206,3.1570000000000005,3598.0,gcc_trace.txt,Hybrid
0.8806,11.94,0.8789999999999999,3.0759999999999996,49678.0,gcc_trace.txt,Hybrid
0.7516,24.84,0.7451999999999999,3.3220000000000005,538.0,gcc_trace.txt,Hybrid
0.7417999999999999,25.82,0.7365000000000002,3.2440000000000007,718.0,gcc_trace.txt,Hybrid
0.8427,15.729999999999999,0.8407,3.22,3778.0,gcc_trace.txt,Hybrid
0.8859999999999999,11.400000000000002,0.8849,3.152,49858.0,gcc_trace.txt,Hybrid
0.7641,23.59,0.7562,3.2909999999999995,718.0,gcc_trace.txt,Hybrid
0.7775,22.25,0.774,3.3549999999999995,898.0,gcc_trace.txt,Hybrid
0.8379999999999999,16.199999999999996,0.8360999999999998,3.2039999999999997,3782.0,gcc_trace.txt,Hybrid
0.89,11.0,0.8895,3.13,49862.0,gcc_trace.txt,Hybrid
0.7661,23.389999999999997,0.7599,3.376,722.0,gcc_trace.txt,Hybrid
0.7693000000000001,23.07,0.7656,3.3259999999999996,902.0,gcc_trace.txt,Hybrid
0.866,13.4,0.865,3.2040000000000006,7178.0,gcc_trace.txt,Hybrid
0.9027,9.73,0.9023999999999999,3.103,53258.0,gcc_trace.txt,Hybrid
0.8371999999999999,16.28,0.8324,3.275,4118.0,gcc_trace.txt,Hybrid
0.8379,16.21,0.8359,3.2380000000000004,4298.0,gcc_trace.txt,Hybrid
0.8676999999999999,13.23,0.8666,3.2119999999999997,7170.0,gcc_trace.txt,Hybrid
0.8935999999999998,10.64,0.8932,3.099,53250.0,gcc_trace.txt,Hybrid
0.8405000000000001,15.949999999999998,0.8336,3.2769999999999997,4110.0,gcc_trace.txt,Hybrid
0.8507999999999999,14.919999999999998,0.8483,3.272,4290.0,gcc_trace.txt,Hybrid
0.8721,12.789999999999997,0.8713999999999998,3.178,7174.0,gcc_trace.txt,Hybrid
0.9030000000000001,9.7,0.9027999999999998,3.105,53254.0,gcc_trace.txt,Hybrid
0.8446,15.539999999999997,0.8393,3.2560000000000002,4114.0,gcc_trace.txt,Hybrid
0.8487,15.13,0.8469,3.2359999999999998,4294.0,gcc_trace.txt,Hybrid
0.9004999999999999,9.95,0.9007,3.186,53258.0,gcc_trace.txt,Hybrid
0.9183,8.17,0.9187,3.088,99338.0,gcc_trace.txt,Hybrid
0.8947,10.53,0.8920999999999999,3.247,50198.0,gcc_trace.txt,Hybrid
0.8947,10.53,0.8939999999999999,3.2049999999999996,50378.0,gcc_trace.txt,Hybrid
0.8984,10.16,0.8985,3.15,53262.0,gcc_trace.txt,Hybrid
0.9191,8.09,0.9193999999999999,3.0689999999999995,99342.0,gcc_trace.txt,Hybrid
0.8888999999999999,11.11,0.8865000000000001,3.1990000000000003,50202.0,gcc_trace.txt,Hybrid
0.8889999999999999,11.099999999999998,0.8882,3.189,50382.0,gcc_trace.txt,Hybrid
0.8935999999999998,10.64,0.8931000000000001,3.169,53250.0,gcc_trace.txt,Hybrid
0.8995,10.05,0.8992000000000001,3.0780000000000003,99330.0,gcc_trace.txt,Hybrid
0.8846,11.539999999999997,0.8815,3.249,50190.0,gcc_trace.txt,Hybrid
0.8892000000000001,11.08,0.8877,3.225,50370.0,gcc_trace.txt,Hybrid
0.9006000000000001,9.94,0.9004999999999999,3.152,53254.0,gcc_trace.txt,Hybrid
0.9137000000000001,8.629999999999999,0.9138,3.071,99334.0,gcc_trace.txt,Hybrid
0.8932,10.680000000000001,0.8905,3.226,50194.0,gcc_trace.txt,Hybrid
0.8937000000000002,10.629999999999999,0.8927999999999999,3.211,50374.0,gcc_trace.txt,Hybrid
0.8131999999999999,18.68,0.8083,3.1729999999999996,4110.0,gcc_trace.txt,Hybrid
0.8741999999999999,12.58,0.8728,3.102,50190.0,gcc_trace.txt,Hybrid
0.8026,19.740000000000002,0.7998000000000001,3.315,1050.0,gcc_trace.txt,Hybrid
0.7767,22.329999999999995,0.7750000000000001,3.254,1230.0,gcc_trace.txt,Hybrid
0.8404,15.960000000000003,0.8383,3.163,4290.0,gcc_trace.txt,Hybrid
0.8881,11.19,0.8870000000000001,3.1019999999999994,50370.0,gcc_trace.txt,Hybrid
0.7935,20.65,0.7935999999999999,3.3049999999999997,1230.0,gcc_trace.txt,Hybrid
0.804,19.6,0.8008,3.2739999999999996,1410.0,gcc_trace.txt,Hybrid
0.835,16.5,0.8328,3.1610000000000005,4294.0,gcc_trace.txt,Hybrid
0.8892000000000001,11.08,0.8884000000000001,3.075,50374.0,gcc_trace.txt,Hybrid
0.8085000000000001,19.15,0.8048,3.3,1234.0,gcc_trace.txt,Hybrid
0.7892,21.079999999999995,0.7859,3.2340000000000004,1414.0,gcc_trace.txt,Hybrid
0.5145,48.55,0.6176000000000001,2.6049999999999995,33.0,gcc_trace.txt,Running_logistic
0.5781,42.19,0.5538,12.236,363.0,gcc_trace.txt,Running_logistic
0.5793,42.07,0.5544,14.103,429.0,gcc_trace.txt,Running_logistic
0.5809999999999998,41.89999999999999,0.5567,15.985000000000003,495.0,gcc_trace.txt,Running_logistic
0.5814000000000001,41.86,0.5588999999999998,17.894,561.0,gcc_trace.txt,Running_logistic
0.5814000000000001,41.86,0.5601,19.78,627.0,gcc_trace.txt,Running_logistic
0.5552,44.480000000000004,0.5877999999999999,4.589999999999999,99.0,gcc_trace.txt,Running_logistic
0.5713,42.87,0.5693,6.536,165.0,gcc_trace.txt,Running_logistic
0.5765,42.35000000000001,0.5595999999999999,8.428,231.0,gcc_trace.txt,Running_logistic
0.5763999999999999,42.36,0.5546,10.315999999999999,297.0,gcc_trace.txt,Running_logistic
0.5132000000000001,48.68,0.6373999999999999,1.959,33.0,gcc_trace.txt,Running_Perceptron
0.5791000000000001,42.09000000000001,0.5751,5.643,363.0,gcc_trace.txt,Running_Perceptron
0.5766,42.34000000000001,0.5709,6.377999999999999,429.0,gcc_trace.txt,Running_Perceptron
0.5792,42.08,0.5725,7.087999999999999,495.0,gcc_trace.txt,Running_Perceptron
0.5812999999999999,41.87,0.5744,7.81,561.0,gcc_trace.txt,Running_Perceptron
0.582,41.8,0.575,8.504999999999999,627.0,gcc_trace.txt,Running_Perceptron
0.5454999999999999,45.45,0.6017,2.6990000000000003,99.0,gcc_trace.txt,Running_Perceptron
0.5641,43.59000000000001,0.5857,3.437,165.0,gcc_trace.txt,Running_Perceptron
0.5704,42.959999999999994,0.5759999999999998,4.154999999999999,231.0,gcc_trace.txt,Running_Perceptron
0.5747,42.529999999999994,0.5735,4.9030000000000005,297.0,gcc_trace.txt,Running_Perceptron
0.8901,10.989999999999998,0.8914000000000002,4.625000000000001,655370.0,gcc_trace.txt,GShare_Perceptron
0.7348999999999999,26.51,0.7764,2.4480000000000004,131074.0,gcc_trace.txt,GShare_Perceptron
0.8304,16.96,0.8423999999999999,2.9720000000000004,262148.0,gcc_trace.txt,GShare_Perceptron
0.8720000000000001,12.8,0.8762000000000001,3.411,393222.0,gcc_trace.txt,GShare_Perceptron
0.8867,11.33,0.8887,3.9550000000000005,524296.0,gcc_trace.txt,GShare_Perceptron
0.9103999999999999,8.960000000000003,0.9112000000000002,4.563000000000001,2621450.0,gcc_trace.txt,GShare_Perceptron
0.9129000000000002,8.710000000000003,0.9134999999999998,5.1339999999999995,3145740.0,gcc_trace.txt,GShare_Perceptron
0.7491000000000001,25.09,0.7882,2.378,524290.0,gcc_trace.txt,GShare_Perceptron
0.8431,15.690000000000001,0.8538,2.885,1048580.0,gcc_trace.txt,GShare_Perceptron
0.8863,11.370000000000001,0.8896,3.393,1572870.0,gcc_trace.txt,GShare_Perceptron
0.9038999999999999,9.61,0.9053000000000001,3.973,2097160.0,gcc_trace.txt,GShare_Perceptron
0.9187,8.129999999999999,0.9195999999999998,4.5409999999999995,10485770.0,gcc_trace.txt,GShare_Perceptron
0.9225,7.75,0.9231999999999999,5.138999999999999,12582924.0,gcc_trace.txt,GShare_Perceptron
0.9237,7.63,0.9244,5.71,14680078.0,gcc_trace.txt,GShare_Perceptron
0.7531999999999999,24.68,0.7919,2.377,2097154.0,gcc_trace.txt,GShare_Perceptron
0.8492,15.080000000000002,0.8602000000000001,2.881,4194308.0,gcc_trace.txt,GShare_Perceptron
0.8924,10.760000000000002,0.8958999999999999,3.3609999999999998,6291462.0,gcc_trace.txt,GShare_Perceptron
0.9109,8.91,0.9124000000000001,3.9639999999999995,8388616.0,gcc_trace.txt,GShare_Perceptron
0.9221999999999999,7.779999999999999,0.9235000000000001,4.586,41943050.0,gcc_trace.txt,GShare_Perceptron
0.9271999999999998,7.279999999999999,0.9285,5.17,50331660.0,gcc_trace.txt,GShare_Perceptron
0.9292999999999999,7.07,0.9305,5.746999999999999,58720270.0,gcc_trace.txt,GShare_Perceptron
0.9286999999999999,7.13,0.9299,6.337000000000001,67108880.0,gcc_trace.txt,GShare_Perceptron
0.7541,24.59,0.7927,2.435,8388610.0,gcc_trace.txt,GShare_Perceptron
0.8519,14.809999999999999,0.8629999999999999,2.9539999999999997,16777220.0,gcc_trace.txt,GShare_Perceptron
0.8951999999999998,10.48,0.8992000000000001,3.4460000000000006,25165830.0,gcc_trace.txt,GShare_Perceptron
0.9133999999999999,8.66,0.9154,3.963,33554440.0,gcc_trace.txt,GShare_Perceptron
0.5486000000000001,45.14,0.6338999999999999,2.619,514.0,gcc_trace.txt,GShare_Perceptron
0.5861,41.39,0.6643999999999999,2.582,2050.0,gcc_trace.txt,GShare_Perceptron
0.6216,37.84000000000001,0.6643,3.246,4100.0,gcc_trace.txt,GShare_Perceptron
0.6342999999999999,36.57,0.7001999999999999,2.539,8194.0,gcc_trace.txt,GShare_Perceptron
0.6966,30.339999999999996,0.7276,3.1590000000000003,16388.0,gcc_trace.txt,GShare_Perceptron
0.7211999999999998,27.880000000000003,0.7396,3.775,24582.0,gcc_trace.txt,GShare_Perceptron
0.6978,30.220000000000006,0.7470999999999999,2.473,32770.0,gcc_trace.txt,GShare_Perceptron
0.7855,21.449999999999996,0.8027,3.024,65540.0,gcc_trace.txt,GShare_Perceptron
0.8198000000000001,18.020000000000003,0.8279,3.582,98310.0,gcc_trace.txt,GShare_Perceptron
0.8324999999999999,16.75,0.8374,4.191,131080.0,gcc_trace.txt,GShare_Perceptron
0.49980000000000013,50.019999999999996,0.6525999999999998,0.734,1.0,jpeg_trace.txt,Smith
0.72,28.0,0.8371999999999999,0.712,10.0,jpeg_trace.txt,Smith
0.72,28.0,0.8371999999999999,0.712,11.0,jpeg_trace.txt,Smith
0.72,28.0,0.8371999999999999,0.712,12.0,jpeg_trace.txt,Smith
0.72,28.0,0.8371999999999999,0.712,13.0,jpeg_trace.txt,Smith
0.72,28.0,0.8371999999999999,0.711,14.0,jpeg_trace.txt,Smith
0.72,28.0,0.8371999999999999,0.712,15.0,jpeg_trace.txt,Smith
0.72,28.0,0.8371999999999999,0.711,16.0,jpeg_trace.txt,Smith
0.6902,30.98,0.8057000000000001,0.711,2.0,jpeg_trace.txt,Smith
0.7088,29.119999999999997,0.8219999999999998,0.711,3.0,jpeg_trace.txt,Smith
0.7186000000000001,28.139999999999997,0.8289,0.7129999999999999,4.0,jpeg_trace.txt,Smith
0.72,28.0,0.8309999999999998,0.7129999999999999,5.0,jpeg_trace.txt,Smith
0.7206,27.940000000000005,0.8317,0.71,6.0,jpeg_trace.txt,Smith
0.7202,27.98,0.833,0.709,7.0,jpeg_trace.txt,Smith
0.7199,28.01,0.8347999999999999,0.711,8.0,jpeg_trace.txt,Smith
0.7199,28.01,0.8371999999999999,0.7139999999999999,9.0,jpeg_trace.txt,Smith
0.7066999999999999,29.329999999999995,0.8156000000000001,0.783,6.0,jpeg_trace.txt,Bimodal
0.9235000000000001,7.650000000000001,0.9475999999999999,0.752,3072.0,jpeg_trace.txt,Bimodal
0.9249000000000003,7.510000000000001,0.9486000000000001,0.752,6144.0,jpeg_trace.txt,Bimodal
0.9251000000000001,7.489999999999999,0.9488,0.752,12288.0,jpeg_trace.txt,Bimodal
0.9252,7.480000000000001,0.9488,0.7529999999999999,24576.0,jpeg_trace.txt,Bimodal
0.9252,7.480000000000001,0.9488999999999999,0.752,49152.0,jpeg_trace.txt,Bimodal
0.9253,7.470000000000001,0.9488999999999999,0.7529999999999999,98304.0,jpeg_trace.txt,Bimodal
0.9253,7.470000000000001,0.9488999999999999,0.752,196608.0,jpeg_trace.txt,Bimodal
0.7167000000000001,28.329999999999995,0.8206,0.7790000000000001,12.0,jpeg_trace.txt,Bimodal
0.7590000000000001,24.1,0.8448,0.773,24.0,jpeg_trace.txt,Bimodal
0.8848,11.52,0.9205,0.7609999999999999,48.0,jpeg_trace.txt,Bimodal
0.8937000000000002,10.629999999999999,0.9265000000000001,0.756,96.0,jpeg_trace.txt,Bimodal
0.9176,8.239999999999998,0.9436,0.756,192.0,jpeg_trace.txt,Bimodal
0.9215,7.849999999999999,0.9464,0.754,384.0,jpeg_trace.txt,Bimodal
0.9225,7.75,0.9469999999999998,0.7539999999999999,768.0,jpeg_trace.txt,Bimodal
0.9231,7.69,0.9474,0.7549999999999999,1536.0,jpeg_trace.txt,Bimodal
0.9172499999999999,8.275000000000002,0.9437800000000001,4.348000000000001,-1.0,jpeg_trace.txt,Tage
0.91787,8.213,0.94424,4.361000000000001,-1.0,jpeg_trace.txt,Tage
0.9177299999999999,8.227,0.94414,4.328,-1.0,jpeg_trace.txt,Tage
0.91734,8.266,0.94388,4.307,-1.0,jpeg_trace.txt,Tage
0.9174,8.260000000000002,0.9439399999999999,4.3229999999999995,-1.0,jpeg_trace.txt,Tage
0.9171100000000001,8.289,0.9437599999999999,4.343,-1.0,jpeg_trace.txt,Tage
0.9177500000000001,8.225,0.9441500000000002,4.310999999999999,-1.0,jpeg_trace.txt,Tage
0.7178000000000001,28.22,0.8215999999999999,3.056,-1.0,jpeg_trace.txt,Tage
0.86622,13.378,0.9111,3.726,-1.0,jpeg_trace.txt,Tage
0.89208,10.791999999999998,0.9265700000000001,3.8160000000000003,-1.0,jpeg_trace.txt,Tage
0.90535,9.465,0.9357399999999998,4.121,-1.0,jpeg_trace.txt,Tage
0.9098799999999999,9.012,0.9390000000000001,4.129,-1.0,jpeg_trace.txt,Tage
0.9149900000000001,8.501000000000001,0.9423999999999999,4.105,-1.0,jpeg_trace.txt,Tage
0.91386,8.614,0.9416800000000001,4.113,-1.0,jpeg_trace.txt,Tage
0.91661,8.338999999999999,0.9433800000000001,4.356,-1.0,jpeg_trace.txt,Tage
0.9292999999999999,7.08,0.9513,1.751,12288.0,jpeg_trace.txt,YehPatt
0.9319000000000001,6.81,0.9532000000000002,1.7440000000000002,20480.0,jpeg_trace.txt,YehPatt
0.9359,6.409999999999999,0.9559999999999998,1.739,47104.0,jpeg_trace.txt,YehPatt
0.9448000000000001,5.519999999999999,0.9623000000000002,1.7529999999999997,147456.0,jpeg_trace.txt,YehPatt
0.9185000000000001,8.150000000000002,0.9452,1.7060000000000002,2056.0,jpeg_trace.txt,YehPatt
0.9216,7.840000000000001,0.9467000000000001,1.709,4128.0,jpeg_trace.txt,YehPatt
0.9236000000000001,7.639999999999999,0.9479000000000001,1.714,6272.0,jpeg_trace.txt,YehPatt
0.9266,7.340000000000001,0.9496,1.707,8704.0,jpeg_trace.txt,YehPatt
0.9305999999999999,6.94,0.9522,1.7349999999999999,43008.0,jpeg_trace.txt,YehPatt
0.9331999999999999,6.68,0.9541000000000001,1.7289999999999999,57344.0,jpeg_trace.txt,YehPatt
0.9373000000000001,6.269999999999999,0.9568999999999999,1.7349999999999999,90112.0,jpeg_trace.txt,YehPatt
0.9464,5.36,0.9634,1.738,196608.0,jpeg_trace.txt,YehPatt
0.9192,8.08,0.9456000000000001,1.703,8200.0,jpeg_trace.txt,YehPatt
0.9225999999999999,7.739999999999999,0.9474,1.7100000000000002,16416.0,jpeg_trace.txt,YehPatt
0.9249000000000003,7.510000000000001,0.9487,1.7120000000000002,24704.0,jpeg_trace.txt,YehPatt
0.9277999999999998,7.220000000000001,0.9503999999999999,1.709,33280.0,jpeg_trace.txt,YehPatt
0.9307000000000001,6.93,0.9522999999999999,1.73,165888.0,jpeg_trace.txt,YehPatt
0.9334000000000001,6.659999999999999,0.9541000000000001,1.7329999999999999,204800.0,jpeg_trace.txt,YehPatt
0.9375,6.25,0.9571,1.7309999999999999,262144.0,jpeg_trace.txt,YehPatt
0.9465999999999999,5.340000000000001,0.9635,1.739,393216.0,jpeg_trace.txt,YehPatt
0.9193,8.069999999999999,0.9457000000000001,1.703,32776.0,jpeg_trace.txt,YehPatt
0.9227000000000001,7.730000000000001,0.9475,1.7080000000000002,65568.0,jpeg_trace.txt,YehPatt
0.9250000000000002,7.5,0.9488,1.7109999999999999,98432.0,jpeg_trace.txt,YehPatt
0.9278999999999998,7.209999999999999,0.9505000000000001,1.7129999999999999,131584.0,jpeg_trace.txt,YehPatt
0.9308,6.92,0.9522999999999999,1.736,657408.0,jpeg_trace.txt,YehPatt
0.9334000000000001,6.659999999999999,0.9541999999999999,1.736,794624.0,jpeg_trace.txt,YehPatt
0.9375,6.25,0.9571,1.7280000000000002,950272.0,jpeg_trace.txt,YehPatt
0.9465999999999999,5.340000000000001,0.9635,1.739,1179648.0,jpeg_trace.txt,YehPatt
0.9193,8.069999999999999,0.9457000000000001,1.7060000000000002,131080.0,jpeg_trace.txt,YehPatt
0.9227000000000001,7.730000000000001,0.9475,1.707,262176.0,jpeg_trace.txt,YehPatt
0.9250000000000002,7.5,0.9488,1.7129999999999999,393344.0,jpeg_trace.txt,YehPatt
0.9278999999999998,7.209999999999999,0.9505000000000001,1.7100000000000002,524800.0,jpeg_trace.txt,YehPatt
0.9015000000000001,9.849999999999998,0.9331999999999999,1.7169999999999999,2088.0,jpeg_trace.txt,YehPatt
0.9042999999999999,9.569999999999999,0.9349000000000001,1.714,8240.0,jpeg_trace.txt,YehPatt
0.9080999999999999,9.19,0.9375,1.709,32824.0,jpeg_trace.txt,YehPatt
0.9105000000000001,8.95,0.9391999999999999,1.719,131136.0,jpeg_trace.txt,YehPatt
0.8676,13.24,0.9102,1.725,16.0,jpeg_trace.txt,YehPatt
0.8722999999999999,12.77,0.9132999999999999,1.716,48.0,jpeg_trace.txt,YehPatt
0.8929000000000002,10.710000000000003,0.9280000000000002,1.716,152.0,jpeg_trace.txt,YehPatt
0.8972,10.28,0.9305,1.719,544.0,jpeg_trace.txt,YehPatt
0.9094,9.06,0.9378999999999997,1.717,2208.0,jpeg_trace.txt,YehPatt
0.9107,8.930000000000001,0.9388,1.7120000000000002,8384.0,jpeg_trace.txt,YehPatt
0.9134999999999998,8.650000000000002,0.9408999999999998,1.707,32992.0,jpeg_trace.txt,YehPatt
0.9193999999999999,8.06,0.9452,1.723,131328.0,jpeg_trace.txt,YehPatt
0.8754,12.460000000000003,0.9153,1.7100000000000002,40.0,jpeg_trace.txt,YehPatt
0.8983000000000001,10.17,0.9312000000000001,1.709,96.0,jpeg_trace.txt,YehPatt
0.9023,9.77,0.9336,1.7100000000000002,224.0,jpeg_trace.txt,YehPatt
0.9057999999999999,9.42,0.9354999999999999,1.7080000000000002,640.0,jpeg_trace.txt,YehPatt
